# [capture]
# author = "appendix-d-table3-ja-transcriber"
# date = "2026-08-07"
#
# Transcribed from table_ja4.pdf, Table 3 (JLReq's own reduction-priority
# reading, Appendix D). See table3.en.tsv's preamble for the full reconciliation
# record -- the two adjudicated cells, the five colored-but-textless cl-26
# cells backfilled from Table 1, the three D.2-note cells, and the cl-05/line-end
# open question -- which applies identically here since the two files were
# reconciled together and (per ADR 0009) must agree cell for cell except where a
# genuine document divergence is recorded, and both such divergences are resolved
# to the same reading in both files here.
source	table	before	after	token	note
table_ja4.pdf	3	cl-21	cl-19	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-19	blank	
table_ja4.pdf	3	cl-23	cl-19	blank	
table_ja4.pdf	3	cl-24	cl-19	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-19	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-19	blank	
table_ja4.pdf	3	cl-27	cl-19	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-19	blank	
table_ja4.pdf	3	cl-29	cl-19	blank	
table_ja4.pdf	3	cl-30	cl-19	blank	
table_ja4.pdf	3	line-head	cl-19	blank	
table_ja4.pdf	3	cl-01	cl-20	blank	
table_ja4.pdf	3	cl-02	cl-20	blank	
table_ja4.pdf	3	cl-03	cl-20	blank	
table_ja4.pdf	3	cl-04	cl-20	blank	
table_ja4.pdf	3	cl-05	cl-20	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-20	blank	
table_ja4.pdf	3	cl-07	cl-20	blank	
table_ja4.pdf	3	cl-08	cl-20	blank	
table_ja4.pdf	3	cl-09	cl-20	blank	
table_ja4.pdf	3	cl-10	cl-20	blank	
table_ja4.pdf	3	cl-11	cl-20	blank	
table_ja4.pdf	3	cl-12	cl-20	blank	
table_ja4.pdf	3	cl-13	cl-20	blank	
table_ja4.pdf	3	cl-14	cl-20	blank	
table_ja4.pdf	3	cl-15	cl-20	blank	
table_ja4.pdf	3	cl-16	cl-20	blank	
table_ja4.pdf	3	cl-19	cl-20	blank	
table_ja4.pdf	3	cl-20	cl-20	blank	
table_ja4.pdf	3	cl-21	cl-20	blank	
table_ja4.pdf	3	cl-22	cl-20	blank	
table_ja4.pdf	3	cl-23	cl-20	blank	
table_ja4.pdf	3	cl-24	cl-20	blank	
table_ja4.pdf	3	cl-25	cl-20	blank	
table_ja4.pdf	3	cl-26	cl-20	blank	
table_ja4.pdf	3	cl-27	cl-20	blank	
table_ja4.pdf	3	cl-28	cl-20	×	
table_ja4.pdf	3	cl-29	cl-20	blank	
table_ja4.pdf	3	cl-30	cl-20	blank	
table_ja4.pdf	3	line-head	cl-20	×	
table_ja4.pdf	3	cl-01	cl-21	blank	
table_ja4.pdf	3	cl-02	cl-21	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-21	blank	
table_ja4.pdf	3	cl-04	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-05	cl-21	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-21	1/2	
table_ja4.pdf	3	cl-07	cl-21	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-21	blank	
table_ja4.pdf	3	cl-09	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-10	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-11	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-12	cl-21	blank	
table_ja4.pdf	3	cl-13	cl-21	blank	
table_ja4.pdf	3	cl-14	cl-21	blank	
table_ja4.pdf	3	cl-15	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-16	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-19	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-20	cl-21	blank	
table_ja4.pdf	3	cl-21	cl-21	blank	
table_ja4.pdf	3	cl-22	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-23	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-24	cl-21	blank	
table_ja4.pdf	3	cl-25	cl-21	blank	
table_ja4.pdf	3	cl-26	cl-21	blank	
table_ja4.pdf	3	cl-27	cl-21	blank	
table_ja4.pdf	3	cl-28	cl-21	blank	
table_ja4.pdf	3	cl-29	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-30	cl-21	1/4-1/8 stage 6	
table_ja4.pdf	3	line-head	cl-21	blank	
table_ja4.pdf	3	cl-01	cl-22	blank	
table_ja4.pdf	3	cl-02	cl-22	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-22	blank	
table_ja4.pdf	3	cl-04	cl-22	blank	
table_ja4.pdf	3	cl-05	cl-22	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-22	1/2	
table_ja4.pdf	3	cl-07	cl-22	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-22	blank	
table_ja4.pdf	3	cl-09	cl-22	blank	
table_ja4.pdf	3	cl-10	cl-22	blank	
table_ja4.pdf	3	cl-11	cl-22	blank	
table_ja4.pdf	3	cl-12	cl-22	blank	
table_ja4.pdf	3	cl-13	cl-22	blank	
table_ja4.pdf	3	cl-14	cl-22	blank	
table_ja4.pdf	3	cl-15	cl-22	blank	
table_ja4.pdf	3	cl-16	cl-22	blank	
table_ja4.pdf	3	cl-19	cl-22	blank	
table_ja4.pdf	3	cl-20	cl-22	blank	
table_ja4.pdf	3	cl-21	cl-22	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-22	blank	
table_ja4.pdf	3	cl-23	cl-22	blank	
table_ja4.pdf	3	cl-24	cl-22	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-22	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-22	blank	
table_ja4.pdf	3	cl-27	cl-22	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-22	×	
table_ja4.pdf	3	cl-29	cl-22	blank	
table_ja4.pdf	3	cl-30	cl-22	blank	
table_ja4.pdf	3	line-head	cl-22	blank	
table_ja4.pdf	3	cl-01	cl-23	blank	
table_ja4.pdf	3	cl-02	cl-23	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-23	blank	
table_ja4.pdf	3	cl-04	cl-23	blank	
table_ja4.pdf	3	cl-05	cl-23	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-23	1/2	
table_ja4.pdf	3	cl-07	cl-23	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-23	blank	
table_ja4.pdf	3	cl-09	cl-23	blank	
table_ja4.pdf	3	cl-10	cl-23	blank	
table_ja4.pdf	3	cl-11	cl-23	blank	
table_ja4.pdf	3	cl-12	cl-23	blank	
table_ja4.pdf	3	cl-13	cl-23	blank	
table_ja4.pdf	3	cl-14	cl-23	blank	
table_ja4.pdf	3	cl-15	cl-23	blank	
table_ja4.pdf	3	cl-16	cl-23	blank	
table_ja4.pdf	3	cl-19	cl-23	blank	
table_ja4.pdf	3	cl-20	cl-23	blank	
table_ja4.pdf	3	cl-21	cl-23	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-23	blank	
table_ja4.pdf	3	cl-23	cl-23	blank	
table_ja4.pdf	3	cl-24	cl-23	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-23	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-23	blank	
table_ja4.pdf	3	cl-27	cl-23	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-23	×	
table_ja4.pdf	3	cl-29	cl-23	blank	
table_ja4.pdf	3	cl-30	cl-23	blank	
table_ja4.pdf	3	line-head	cl-23	blank	
table_ja4.pdf	3	cl-01	cl-24	blank	
table_ja4.pdf	3	cl-02	cl-24	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-24	blank	
table_ja4.pdf	3	cl-04	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-05	cl-24	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-24	1/2	
table_ja4.pdf	3	cl-07	cl-24	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-24	blank	
table_ja4.pdf	3	cl-09	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-10	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-11	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-12	cl-24	blank	
table_ja4.pdf	3	cl-13	cl-24	blank	
table_ja4.pdf	3	cl-14	cl-24	blank	
table_ja4.pdf	3	cl-15	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-16	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-19	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-20	cl-24	blank	
table_ja4.pdf	3	cl-21	cl-24	blank	
table_ja4.pdf	3	cl-22	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-23	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-24	cl-24	blank	
table_ja4.pdf	3	cl-25	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-24	blank	
table_ja4.pdf	3	cl-27	cl-24	blank	
table_ja4.pdf	3	cl-28	cl-24	blank	
table_ja4.pdf	3	cl-29	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-30	cl-24	1/4-1/8 stage 6	
table_ja4.pdf	3	line-head	cl-24	blank	
table_ja4.pdf	3	cl-01	cl-25	blank	
table_ja4.pdf	3	cl-02	cl-25	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-25	blank	
table_ja4.pdf	3	cl-04	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-05	cl-25	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-25	1/2	
table_ja4.pdf	3	cl-07	cl-25	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-25	blank	
table_ja4.pdf	3	cl-09	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-10	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-11	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-12	cl-25	blank	
table_ja4.pdf	3	cl-13	cl-25	blank	
table_ja4.pdf	3	cl-14	cl-25	blank	
table_ja4.pdf	3	cl-15	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-16	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-19	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-20	cl-25	blank	
table_ja4.pdf	3	cl-21	cl-25	blank	
table_ja4.pdf	3	cl-22	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-23	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-24	cl-25	1/4	
table_ja4.pdf	3	cl-25	cl-25	blank	
table_ja4.pdf	3	cl-26	cl-25	blank	
table_ja4.pdf	3	cl-27	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-25	blank	
table_ja4.pdf	3	cl-29	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-30	cl-25	1/4-1/8 stage 6	
table_ja4.pdf	3	line-head	cl-25	blank	
table_ja4.pdf	3	cl-01	cl-26	blank	
table_ja4.pdf	3	cl-02	cl-26	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-26	blank	
table_ja4.pdf	3	cl-04	cl-26	blank	
table_ja4.pdf	3	cl-05	cl-26	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-26	blank	
table_ja4.pdf	3	cl-07	cl-26	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-26	blank	
table_ja4.pdf	3	cl-09	cl-26	blank	
table_ja4.pdf	3	cl-10	cl-26	blank	
table_ja4.pdf	3	cl-11	cl-26	blank	
table_ja4.pdf	3	cl-12	cl-26	blank	
table_ja4.pdf	3	cl-13	cl-26	blank	
table_ja4.pdf	3	cl-14	cl-26	blank	
table_ja4.pdf	3	cl-15	cl-26	blank	
table_ja4.pdf	3	cl-16	cl-26	blank	
table_ja4.pdf	3	cl-19	cl-26	blank	
table_ja4.pdf	3	cl-20	cl-26	blank	
table_ja4.pdf	3	cl-21	cl-26	blank	
table_ja4.pdf	3	cl-22	cl-26	blank	
table_ja4.pdf	3	cl-23	cl-26	blank	
table_ja4.pdf	3	cl-24	cl-26	blank	
table_ja4.pdf	3	cl-25	cl-26	blank	
table_ja4.pdf	3	cl-26	cl-26	blank	
table_ja4.pdf	3	cl-27	cl-26	blank	
table_ja4.pdf	3	cl-28	cl-26	blank	D.2#4
table_ja4.pdf	3	cl-29	cl-26	blank	
table_ja4.pdf	3	cl-30	cl-26	blank	
table_ja4.pdf	3	line-head	cl-26	blank	D.2#4
table_ja4.pdf	3	cl-01	cl-27	blank	
table_ja4.pdf	3	cl-02	cl-27	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-27	blank	
table_ja4.pdf	3	cl-04	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-05	cl-27	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-27	1/2	
table_ja4.pdf	3	cl-07	cl-27	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-27	blank	
table_ja4.pdf	3	cl-09	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-10	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-11	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-12	cl-27	blank	
table_ja4.pdf	3	cl-13	cl-27	blank	
table_ja4.pdf	3	cl-14	cl-27	blank	
table_ja4.pdf	3	cl-15	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-16	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-19	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-20	cl-27	blank	
table_ja4.pdf	3	cl-21	cl-27	blank	
table_ja4.pdf	3	cl-22	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-23	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-24	cl-27	blank	
table_ja4.pdf	3	cl-25	cl-27	blank	
table_ja4.pdf	3	cl-26	cl-27	blank	
table_ja4.pdf	3	cl-27	cl-27	blank	
table_ja4.pdf	3	cl-28	cl-27	blank	
table_ja4.pdf	3	cl-29	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-30	cl-27	1/4-1/8 stage 6	
table_ja4.pdf	3	line-head	cl-27	blank	
table_ja4.pdf	3	cl-01	cl-28	blank	
table_ja4.pdf	3	cl-02	cl-28	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-28	blank	
table_ja4.pdf	3	cl-04	cl-28	blank	
table_ja4.pdf	3	cl-05	cl-28	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-28	1/2	
table_ja4.pdf	3	cl-07	cl-28	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-28	blank	
table_ja4.pdf	3	cl-09	cl-28	blank	
table_ja4.pdf	3	cl-10	cl-28	blank	
table_ja4.pdf	3	cl-11	cl-28	blank	
table_ja4.pdf	3	cl-12	cl-28	blank	
table_ja4.pdf	3	cl-13	cl-28	blank	
table_ja4.pdf	3	cl-14	cl-28	blank	
table_ja4.pdf	3	cl-15	cl-28	blank	
table_ja4.pdf	3	cl-16	cl-28	blank	
table_ja4.pdf	3	cl-19	cl-28	blank	
table_ja4.pdf	3	cl-20	cl-28	blank	
table_ja4.pdf	3	cl-21	cl-28	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-28	blank	
table_ja4.pdf	3	cl-23	cl-28	blank	
table_ja4.pdf	3	cl-24	cl-28	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-28	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-28	blank	
table_ja4.pdf	3	cl-27	cl-28	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-28	×	
table_ja4.pdf	3	cl-29	cl-28	blank	
table_ja4.pdf	3	cl-30	cl-28	blank	
table_ja4.pdf	3	line-head	cl-28	blank	
table_ja4.pdf	3	cl-01	cl-29	×	
table_ja4.pdf	3	cl-02	cl-29	blank	
table_ja4.pdf	3	cl-03	cl-29	blank	
table_ja4.pdf	3	cl-04	cl-29	blank	
table_ja4.pdf	3	cl-05	cl-29	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-29	1/2	
table_ja4.pdf	3	cl-07	cl-29	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-29	blank	
table_ja4.pdf	3	cl-09	cl-29	blank	
table_ja4.pdf	3	cl-10	cl-29	blank	
table_ja4.pdf	3	cl-11	cl-29	blank	
table_ja4.pdf	3	cl-12	cl-29	×	
table_ja4.pdf	3	cl-13	cl-29	blank	
table_ja4.pdf	3	cl-14	cl-29	blank	
table_ja4.pdf	3	cl-15	cl-29	blank	
table_ja4.pdf	3	cl-16	cl-29	blank	
table_ja4.pdf	3	cl-19	cl-29	blank	
table_ja4.pdf	3	cl-20	cl-29	blank	
table_ja4.pdf	3	cl-21	cl-29	blank	
table_ja4.pdf	3	cl-22	cl-29	×	
table_ja4.pdf	3	cl-23	cl-29	×	
table_ja4.pdf	3	cl-24	cl-29	blank	
table_ja4.pdf	3	cl-25	cl-29	blank	
table_ja4.pdf	3	cl-26	cl-29	blank	D.2#4
table_ja4.pdf	3	cl-27	cl-29	blank	
table_ja4.pdf	3	cl-28	cl-29	×	
table_ja4.pdf	3	cl-29	cl-29	×	
table_ja4.pdf	3	cl-30	cl-29	blank	
table_ja4.pdf	3	line-head	cl-29	×	
table_ja4.pdf	3	cl-01	cl-30	blank	
table_ja4.pdf	3	cl-02	cl-30	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-30	blank	
table_ja4.pdf	3	cl-04	cl-30	blank	
table_ja4.pdf	3	cl-05	cl-30	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-30	1/2	
table_ja4.pdf	3	cl-07	cl-30	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-30	blank	
table_ja4.pdf	3	cl-09	cl-30	blank	
table_ja4.pdf	3	cl-10	cl-30	blank	
table_ja4.pdf	3	cl-11	cl-30	blank	
table_ja4.pdf	3	cl-12	cl-30	blank	
table_ja4.pdf	3	cl-13	cl-30	blank	
table_ja4.pdf	3	cl-14	cl-30	blank	
table_ja4.pdf	3	cl-15	cl-30	blank	
table_ja4.pdf	3	cl-16	cl-30	blank	
table_ja4.pdf	3	cl-19	cl-30	blank	
table_ja4.pdf	3	cl-20	cl-30	blank	
table_ja4.pdf	3	cl-21	cl-30	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-30	blank	
table_ja4.pdf	3	cl-23	cl-30	blank	
table_ja4.pdf	3	cl-24	cl-30	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-30	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-30	blank	
table_ja4.pdf	3	cl-27	cl-30	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-30	blank	
table_ja4.pdf	3	cl-29	cl-30	blank	
table_ja4.pdf	3	cl-30	cl-30	blank	
table_ja4.pdf	3	line-head	cl-30	blank	
table_ja4.pdf	3	cl-01	line-end	×	
table_ja4.pdf	3	cl-02	line-end	1/2=0 stage 2	
table_ja4.pdf	3	cl-03	line-end	blank	
table_ja4.pdf	3	cl-04	line-end	blank	
table_ja4.pdf	3	cl-05	line-end	1/4-0 stage 3	D.2#5
table_ja4.pdf	3	cl-06	line-end	1/2=0 stage 2	
table_ja4.pdf	3	cl-07	line-end	1/2=0 stage 2	
table_ja4.pdf	3	cl-08	line-end	blank	
table_ja4.pdf	3	cl-09	line-end	blank	
table_ja4.pdf	3	cl-10	line-end	blank	
table_ja4.pdf	3	cl-11	line-end	blank	
table_ja4.pdf	3	cl-12	line-end	×	
table_ja4.pdf	3	cl-13	line-end	blank	
table_ja4.pdf	3	cl-14	line-end	blank	
table_ja4.pdf	3	cl-15	line-end	blank	
table_ja4.pdf	3	cl-16	line-end	blank	
table_ja4.pdf	3	cl-19	line-end	blank	
table_ja4.pdf	3	cl-20	line-end	blank	
table_ja4.pdf	3	cl-21	line-end	blank	
table_ja4.pdf	3	cl-22	line-end	blank	
table_ja4.pdf	3	cl-23	line-end	blank	
table_ja4.pdf	3	cl-24	line-end	blank	
table_ja4.pdf	3	cl-25	line-end	blank	
table_ja4.pdf	3	cl-26	line-end	blank	D.2#4
table_ja4.pdf	3	cl-27	line-end	blank	
table_ja4.pdf	3	cl-28	line-end	×	
table_ja4.pdf	3	cl-29	line-end	blank	
table_ja4.pdf	3	cl-30	line-end	blank	
table_ja4.pdf	3	line-head	line-end	×	
